,lemat,emocje,stopien_nacechowania
170848,łoić,złość;wstręt;,- s
170849,łoić,radość;cieszenie się na coś oczekiwanego;,+ s
170850,łoić,zaufanie;,+ s
170852,łoić,radość;zaufanie;,+ s
170853,łoić,radość;wstręt;,amb
170854,łoić,radość;złość;wstręt;,amb
170855,oczyścić,zaufanie;,+ s
170856,oczyścić,cieszenie się na coś oczekiwanego;,+ s
170857,oczyszczać,zaufanie;,+ s
170858,oczyszczać,,+ s
170871,przyczernić,smutek;wstręt;,- s
170872,przyczernić,,- s
170873,przyczerniać,smutek;wstręt;,- s
170874,przyczerniać,smutek;złość;,- s
170876,łoić,radość;smutek;złość;,amb
170881,wysuszać,smutek;,- s
170882,wysuszać,smutek;,- s
170883,złoić się,radość;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
170884,złoić się,złość;wstręt;,- s
170885,złoić się,radość;cieszenie się na coś oczekiwanego;złość;,amb
170888,wykopnąć,złość;,- m
170889,wykopnąć,smutek;złość;,- s
170890,wykopnąć,smutek;złość;,- s
170894,wysuszyć,,- s
170895,złoić,złość;,- s
170896,złoić,złość;wstręt;,- s
170897,złoić,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
170898,złoić,radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;,amb
170901,złoić,radość;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
170902,złoić,złość;wstręt;,- s
170903,złoić,radość;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
170908,zdobić,,+ s
170909,zdobić,,+ s
170914,przefermentowywać,zaufanie;,+ s
170915,przefermentowywać,radość;,+ s
170916,ozdobić,radość;,+ m
170917,ozdobić,radość;,+ m
170918,ozdobić,smutek;złość;wstręt;,- s
170926,upięknić,,+ s
170927,upięknić,,+ s
170928,upiękniać,,+ s
170929,upiękniać,,+ s
170938,zmitygować,zaufanie;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;złość;,amb
170939,zmitygować,zaufanie;zaskoczenie czymś nieprzewidywanym;złość;,amb
170940,apostołować,zaufanie;,+ s
170941,apostołować,zaufanie;,+ s
170944,popsuć,zaskoczenie czymś nieprzewidywanym;smutek;złość;,- s
170945,popsuć,smutek;złość;,- s
170946,spodleć,smutek;,- m
170947,spodleć,smutek;złość;,- s
170948,spodleć,smutek;wstręt;,- s
170949,podleć,smutek;złość;,- m
170950,podleć,smutek;złość;wstręt;,- m
170951,zepsuć,smutek;złość;,- s
170952,zepsuć,zaskoczenie czymś nieprzewidywanym;złość;,- m
170953,zepsuć,smutek;złość;wstręt;,- s
170954,zepsuć,smutek;,- m
170955,zepsuć,,- s
170956,zepsuć,smutek;złość;,- s
170957,popsuć,smutek;złość;,- s
170958,popsuć,smutek;złość;,- s
170976,bronić,zaufanie;,+ s
170977,bronić,zaufanie;,+ s
170978,bronić,zaufanie;,+ s
170979,bronić,zaufanie;,+ s
170980,bronić,zaufanie;,+ s
170981,bronić,zaufanie;,+ s
170982,bronić,zaufanie;,+ s
170987,chronić,zaufanie;,+ s
170988,chronić,zaufanie;,+ s
170989,chronić,zaufanie;,+ s
170990,chronić,zaufanie;,+ s
170991,chronić,zaufanie;,+ s
170992,chronić,zaufanie;,+ s
170995,nakruszyć,złość;,- s
170996,nakruszyć,złość;,- s
170997,popsuć się,smutek;złość;,- s
170998,popsuć się,smutek;,- s
170999,zataszczyć,smutek;złość;,- s
171000,zataszczyć,smutek;złość;,- s
171001,psuć,zaskoczenie czymś nieprzewidywanym;smutek;złość;wstręt;,- s
171002,psuć,zaskoczenie czymś nieprzewidywanym;smutek;złość;wstręt;,- s
171003,strzec,zaufanie;,+ s
171004,strzec,zaufanie;,+ s
171005,strzec,zaufanie;,+ s
171006,strzec,zaufanie;,+ s
171007,strzec,,+ s
171008,strzec,zaufanie;,amb
171009,strzec,radość;złość;,amb
171010,psuć,złość;wstręt;,- s
171011,psuć,złość;wstręt;,- s
171012,strzec,zaufanie;,+ s
171014,strzec,,amb
171015,strzec,zaufanie;smutek;złość;,amb
171016,strzec,zaufanie;,+ s
171017,strzec,radość;zaufanie;,+ s
171018,strzec się,strach;,- s
171019,strzec się,zaskoczenie czymś nieprzewidywanym;strach;,- s
171020,zepsuć,smutek;złość;,- s
171021,zepsuć,smutek;złość;,- s
171022,psuć,smutek;strach;,- m
171023,psuć,smutek;złość;,- s
171024,psuć,złość;strach;wstręt;,- s
171025,popsuć,złość;wstręt;,- s
171026,popsuć,smutek;złość;wstręt;,- s
171027,zepsuć się,złość;,- s
171028,zepsuć się,smutek;,- s
171041,dłubać,wstręt;,- s
171042,dłubać,złość;,- s
171043,dłubać,zaufanie;,+ s
171044,dłubać,zaufanie;,+ s
171046,podłubać,zaufanie;,+ s
171047,sprofesjonalizować,zaufanie;,+ s
171048,sprofesjonalizować,radość;,+ s
171049,profesjonalizować,zaufanie;,+ s
171050,profesjonalizować,radość;,+ s
171051,sprostytuować,smutek;złość;wstręt;,- s
171052,sprostytuować,,- s
171053,prostytuować,smutek;złość;wstręt;,- m
171054,prostytuować,smutek;złość;,- m
171055,sprostytuować,smutek;,- m
171056,sprostytuować,,- m
171057,prostytuować,smutek;złość;,- m
171058,prostytuować,smutek;złość;,- s
171059,prostytuować,smutek;złość;wstręt;,- m
171060,sprostytuować,smutek;,- s
171066,sprofesjonalizować się,zaufanie;,+ s
171067,sprofesjonalizować się,radość;,+ s
171068,profesjonalizować się,zaufanie;,+ s
171070,majstrować,smutek;złość;wstręt;,- s
171071,majstrować,złość;,- s
171072,pomajstrować,smutek;złość;,- s
171073,pomajstrować,złość;,- s
171074,wyemancypować,cieszenie się na coś oczekiwanego;,+ s
171075,wyemancypować,cieszenie się na coś oczekiwanego;,+ s
171076,emancypować,zaufanie;,+ s
171077,emancypować,zaufanie;,+ s
171078,pomajstrować,smutek;złość;,- s
171079,pomajstrować,smutek;złość;,- s
171080,wyemancypować,cieszenie się na coś oczekiwanego;,+ s
171081,wyemancypować,cieszenie się na coś oczekiwanego;,+ s
171082,majstrować,radość;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
171083,majstrować,cieszenie się na coś oczekiwanego;złość;wstręt;,amb
171084,pomajstrować,zaufanie;,+ s
171086,emancypować,zaufanie;,+ s
171087,emancypować,radość;zaufanie;,+ s
171098,wyemancypować się,cieszenie się na coś oczekiwanego;,+ s
171099,wyemancypować się,cieszenie się na coś oczekiwanego;,+ s
171100,emancypować się,zaufanie;cieszenie się na coś oczekiwanego;,+ s
171101,emancypować się,radość;zaufanie;,+ s
171102,obronić,zaufanie;,+ s
171103,obronić,zaufanie;,+ s
171104,obronić,zaufanie;,+ s
171105,obronić,zaufanie;,+ s
171106,obronić,zaufanie;,+ s
171107,obronić,zaufanie;,+ s
171109,poskubać,smutek;złość;,- s
171110,poskubać,smutek;złość;,- s
171111,poskubać,smutek;złość;,- s
171117,poszturchać,smutek;złość;,- s
171118,szturchać,,- s
171119,szturchać,,- s
171120,poszturchać,smutek;złość;strach;,- s
171121,poszturchać,smutek;złość;,- m
171122,poszturchać,złość;wstręt;,- s
171123,szturchać,radość;cieszenie się na coś oczekiwanego;wstręt;,amb
171124,szturchać,radość;cieszenie się na coś oczekiwanego;wstręt;,amb
171125,powąchać,smutek;,- s
171127,powęszyć,,+ s
171128,powęszyć,radość;smutek;złość;,amb
171129,powęszyć,radość;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
171132,powęszyć,,+ s
171133,powęszyć,smutek;złość;,- s
171134,powęszyć,cieszenie się na coś oczekiwanego;wstręt;,amb
171135,powęszyć,,+ s
171139,podbechtać,smutek;złość;,- s
171140,podbechtać,smutek;złość;wstręt;,- s
171141,podbechtywać,smutek;złość;strach;,- s
171142,podbechtywać,smutek;złość;,- s
171143,podbechtać,złość;,- s
171144,podbechtać,złość;,- s
171145,podbechtywać,złość;,- s
171146,podbechtywać,złość;,- s
171147,podmówić,smutek;złość;,- s
171148,podmówić,smutek;złość;wstręt;,- s
171149,podmawiać,smutek;złość;strach;,- s
171150,podmawiać,smutek;złość;,- s
171151,podszczuć,smutek;złość;,- s
171152,podszczuć,smutek;złość;,- s
171153,podszczuwać,złość;,- s
171154,podszczuwać,smutek;złość;,- s
171155,podjudzić,smutek;złość;,- s
171156,podjudzić,smutek;złość;,- m
171157,podjudzić,smutek;złość;strach;wstręt;,- m
171158,wyuzdać,wstręt;,- s
171159,wyuzdać,wstręt;,- s
171164,wyuzdać,radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;złość;,amb
171165,wyuzdać,radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;złość;,amb
171166,załgać,złość;wstręt;,- m
171167,załgać,złość;wstręt;,- m
171168,załgiwać,złość;wstręt;,- m
171169,załgiwać,złość;wstręt;,- m
171170,załgać się,złość;wstręt;,- s
171171,załgać się,złość;wstręt;,- s
171172,załgiwać się,złość;wstręt;,- s
171173,załgiwać się,złość;wstręt;,- s
171174,dworować,złość;,- s
171175,dworować,złość;,- s
171176,podworować,smutek;złość;,- s
171177,podworować,smutek;złość;,- s
171179,krzywdować,smutek;złość;,- s
171181,krzywdować,smutek;złość;,- s
171182,podchlebiać,smutek;złość;,- s
171183,podchlebiać,smutek;,- s
171184,podchlebić,smutek;złość;,- s
171185,podchlebić,smutek;złość;wstręt;,- s
171186,psuć się,smutek;złość;,- s
171187,psuć się,smutek;,- s
171190,obraniać,zaufanie;,+ s
171191,obraniać,zaufanie;,+ s
171192,obraniać,zaufanie;,+ s
171193,obraniać,zaufanie;,+ s
171194,obraniać,zaufanie;,+ s
171195,obraniać,zaufanie;,+ s
171198,obraniać,zaufanie;,+ s
171199,obraniać,zaufanie;,+ s
171200,popsuć się,smutek;złość;,- s
171201,popsuć się,smutek;,- s
171202,psuć się,smutek;złość;,- s
171203,psuć się,smutek;,- s
171204,zepsuć się,smutek;,- s
171205,zepsuć się,smutek;,- s
171206,zepsuć się,smutek;złość;,- m
171207,zepsuć się,smutek;złość;,- s
171208,zepsuć się,smutek;,- s
171209,twardy,radość;wstręt;,amb
171210,twardy,radość;wstręt;,amb
171213,pośpiewać,radość;złość;wstręt;,amb
171214,pośpiewać,smutek;złość;,- s
171215,pośpiewać,radość;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
171220,intelektualizować,zaufanie;złość;wstręt;,amb
171221,intelektualizować,,- s
171222,intelektualizować,zaufanie;cieszenie się na coś oczekiwanego;,amb
171223,przeintelektualizować,wstręt;,- s
171224,przeintelektualizować,złość;,- s
171237,ucementować,zaufanie;cieszenie się na coś oczekiwanego;,+ m
171238,ucementować,zaufanie;,+ s
171239,ucementować,zaufanie;cieszenie się na coś oczekiwanego;,+ s
171240,ucementować,zaufanie;smutek;złość;wstręt;,amb
171241,ucementować,radość;smutek;,amb
171246,obejść,radość;smutek;,amb
171248,obchodzić,zaufanie;,+ s
171249,obchodzić,zaufanie;,+ s
171250,obejść,zaufanie;,+ s
171251,obejść,zaufanie;złość;,amb
171252,obejść,cieszenie się na coś oczekiwanego;,+ s
171253,obchodzić,radość;smutek;,amb
171254,obchodzić,smutek;złość;,- s
171255,obchodzić,radość;złość;,amb
171256,obejść,radość;smutek;,amb
171257,obejść,radość;,amb
171258,obchodzić,zaufanie;,+ s
171260,obejść,zaufanie;,+ s
171262,chapać,radość;smutek;złość;,amb
171263,chapać,radość;cieszenie się na coś oczekiwanego;smutek;złość;wstręt;,amb
171264,chapnąć,radość;złość;wstręt;,amb
171265,chapnąć,radość;złość;wstręt;,amb
171267,bluznąć,strach;,- s
171272,kontratakować,zaufanie;,+ s
171273,kontratakować,smutek;złość;,- s
171274,kontratakować,cieszenie się na coś oczekiwanego;,+ s
171275,kontratakować,smutek;złość;strach;,- s
171276,kontratakować,zaskoczenie czymś nieprzewidywanym;smutek;strach;,- s
171277,wylądować,smutek;złość;,- s
171278,wylądować,smutek;złość;,- s
171279,przeanalizować,zaufanie;,+ s
171283,atakować,złość;strach;,- s
171284,atakować,cieszenie się na coś oczekiwanego;,+ s
171285,atakować,cieszenie się na coś oczekiwanego;złość;,amb
171286,zaatakować,cieszenie się na coś oczekiwanego;,+ s
171287,zaatakować,cieszenie się na coś oczekiwanego;,+ s
171296,podchodzić,zaskoczenie czymś nieprzewidywanym;smutek;złość;wstręt;,- s
171297,podchodzić,złość;wstręt;,- s
171298,podchodzić,zaufanie;cieszenie się na coś oczekiwanego;,+ s
171302,podchodzić,zaufanie;,+ s
171303,podchodzić,radość;,+ s
171304,podejść,zaufanie;,+ s
171305,podejść,radość;smutek;złość;,amb
171306,podejść,radość;cieszenie się na coś oczekiwanego;,+ s
171311,obchodzić,zaufanie;,+ s
171312,obchodzić,,+ s
171313,obejść,radość;,+ s
171314,obejść,cieszenie się na coś oczekiwanego;,amb
171315,obejść,radość;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
171323,buzować,smutek;złość;strach;,- s
171329,buzować się,złość;,- s
171330,buzować się,radość;cieszenie się na coś oczekiwanego;złość;,amb
171331,buzować się,cieszenie się na coś oczekiwanego;strach;,amb
171332,buzować się,smutek;złość;wstręt;,- s
171333,buzować się,smutek;złość;wstręt;,- s
171334,buzować,smutek;złość;wstręt;,- s
171335,buzować,smutek;,- s
171336,balować,złość;,- s
171337,balować,złość;,- s
171340,nachodzić się,,+ s
171341,nachodzić się,zaufanie;,+ s
171344,nachodzić się,zaufanie;,+ s
171345,nachodzić się,zaufanie;złość;wstręt;,amb
171346,nachodzić się,radość;wstręt;,amb
171347,nachodzić się,smutek;złość;wstręt;,- s
171348,nachodzić się,zaufanie;,- s
171349,nachodzić się,radość;,+ s
171350,nachodzić się,radość;zaufanie;wstręt;,amb
171351,nachodzić się,radość;wstręt;,amb
171352,nachodzić się,radość;zaufanie;,+ s
171353,nachodzić się,radość;zaufanie;smutek;złość;,amb
171354,nachodzić się,radość;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
171355,nachodzić,smutek;,- s
171357,najść,smutek;,- s
171361,najść,radość;smutek;strach;,amb
171363,nachodzić,smutek;strach;,- s
171364,nachodzić,smutek;złość;,- s
171365,najść,smutek;strach;,- s
171366,najść,smutek;strach;,- s
171367,schodzić,radość;smutek;złość;,amb
171370,zejść,radość;smutek;,amb
171379,schodzić,radość;smutek;,amb
171389,schodzić,smutek;,- s
171391,zejść,zaskoczenie czymś nieprzewidywanym;smutek;złość;,- s
171392,zejść,zaskoczenie czymś nieprzewidywanym;smutek;,- s
171393,schodzić,,+ s
171395,zejść,radość;smutek;złość;,amb
171396,zejść,radość;smutek;złość;,amb
171397,schodzić,smutek;,- s
171403,zejść,smutek;złość;strach;,- s
171404,zejść,smutek;strach;,- s
171405,schodzić,smutek;strach;,- m
171406,schodzić,,- s
171407,schodzić,smutek;strach;,- s
171408,schodzić,radość;smutek;strach;,amb
171410,schodzić na ziemię,zaufanie;,+ s
171411,schodzić na ziemię,radość;zaufanie;smutek;złość;,amb
171412,schodzić na ziemię,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
171413,zejść na ziemię,zaufanie;,+ s
171414,zejść na ziemię,cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;,amb
171415,zejść na ziemię,smutek;złość;,- s
171417,zejść,radość;smutek;złość;,amb
171422,schodzić,radość;smutek;,amb
171424,zejść,smutek;złość;,- s
171425,zejść,smutek;złość;,- s
171438,schodzić,radość;smutek;,amb
171440,zejść,,- s
171441,zejść,,- s
171442,schodzić,smutek;,- s
171443,schodzić,,- s
171446,uchodzić,zaufanie;,+ s
171447,uchodzić,,+ s
171448,uchodzić,zaufanie;złość;wstręt;,amb
171449,uchodzić,radość;złość;,amb
171450,ujść,radość;złość;,amb
171451,ujść,radość;zaskoczenie czymś nieprzewidywanym;złość;,amb
171452,uchodzić,zaufanie;,+ s
171453,uchodzić,radość;,+ s
171454,ujść,radość;,+ m
171455,ujść,radość;cieszenie się na coś oczekiwanego;,+ s
171456,ujść,radość;cieszenie się na coś oczekiwanego;,+ s
171461,ujść,smutek;złość;,- s
171462,ujść,smutek;złość;,- s
171463,uchodzić,smutek;,- s
171465,uchodzić,radość;smutek;strach;,amb
171466,uchodzić,radość;złość;,amb
171467,ujść,smutek;złość;,- s
171468,ujść,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
171469,ujść,smutek;,amb
171470,uchodzić płazem,cieszenie się na coś oczekiwanego;wstręt;,amb
171471,uchodzić płazem,radość;złość;,amb
171472,uchodzić płazem,radość;,+ s
171473,ujść,radość;smutek;,amb
171474,ujść,,+ s
171475,ujść,radość;,+ s
171476,likwidować,smutek;złość;strach;,- m
171477,likwidować,strach;,- s
171478,likwidować,smutek;złość;strach;wstręt;,- m
171479,zlikwidować,,- s
171480,zlikwidować,,- s
171481,ujść,,+ s
171482,ujść,,amb
171483,ujść,cieszenie się na coś oczekiwanego;smutek;złość;,+ s
171484,ujść z życiem,radość;,+ m
171485,ujść z życiem,radość;zaufanie;,+ s
171486,ujść z życiem,radość;,+ s
171487,uchodzić z życiem,radość;zaufanie;,+ s
171488,uchodzić z życiem,radość;cieszenie się na coś oczekiwanego;,+ s
171489,ujść z życiem,radość;,+ s
171490,ujść z życiem,radość;zaufanie;,+ s
171491,uchodzić z życiem,radość;zaufanie;,+ s
171492,uchodzić z życiem,radość;cieszenie się na coś oczekiwanego;,+ s
171498,zajść,radość;,+ s
171501,objeżdżać,zaufanie;,+ s
171503,objechać,radość;zaufanie;smutek;złość;,amb
171504,objechać,zaufanie;,+ s
171505,objechać,radość;,+ s
171506,wjechać,złość;,- s
171508,wjeżdżać,smutek;złość;strach;,- s
171509,wjeżdżać,smutek;złość;strach;,- s
171516,zachodzić,radość;,+ s
171517,zachodzić,radość;smutek;,amb
171518,zachodzić,radość;zaufanie;cieszenie się na coś oczekiwanego;,+ s
171519,zajść,radość;zaufanie;smutek;strach;,amb
171523,zajść za skórę,smutek;złość;,- s
171524,zajść za skórę,smutek;złość;wstręt;,- s
171525,zachodzić za skórę,smutek;złość;,- m
171526,zachodzić za skórę,złość;,- s
171527,zachodzić za skórę,złość;wstręt;,- s
171528,rosnąć,radość;,+ s
171529,rosnąć,radość;,+ s
171534,objechać,smutek;złość;,- s
171535,objechać,smutek;złość;,- s
171538,objeżdżać,radość;,+ s
171539,objeżdżać,radość;smutek;złość;,amb
171540,objeżdżać,radość;,+ s
171541,objechać,radość;złość;,amb
171547,objechać,,+ s
171555,najść,smutek;strach;,- s
171556,najść,smutek;strach;,- s
171557,nachodzić,smutek;złość;strach;,- s
171559,nachodzić,złość;,- s
171560,nachodzić,smutek;złość;,- s
171563,urosnąć,radość;cieszenie się na coś oczekiwanego;,+ s
171564,urosnąć,radość;,+ s
171565,urosnąć,radość;smutek;złość;strach;,amb
171566,urosnąć,radość;smutek;złość;strach;,amb
171569,urastać,radość;smutek;,amb
171570,urastać,radość;smutek;złość;,amb
171588,wzrosnąć,radość;cieszenie się na coś oczekiwanego;,+ s
171589,wzrosnąć,radość;cieszenie się na coś oczekiwanego;,+ s
171594,wzrastać,zaufanie;,+ s
171595,wzrastać,zaufanie;,+ s
171596,wzrastać,radość;zaufanie;,+ s
171597,wzrastać,radość;,+ s
171598,stawiać,zaufanie;,+ s
171599,stawiać,radość;,+ s
171600,postawić,zaufanie;,+ s
171606,stawiać,radość;,+ s
171607,stawiać,zaufanie;,+ s
171608,postawić,zaufanie;,+ m
171609,postawić,radość;smutek;złość;,amb
171610,postawić,zaufanie;cieszenie się na coś oczekiwanego;,+ s
171612,stawiać,cieszenie się na coś oczekiwanego;,+ s
171613,postawić,zaufanie;,+ s
171633,obstawiać,zaufanie;złość;strach;,amb
171634,obstawiać,zaufanie;strach;,amb
171635,obstawić,zaufanie;złość;strach;,amb
171636,obstawić,zaufanie;strach;,amb
171641,wyrosnąć,radość;smutek;,amb
171642,wyrosnąć,radość;smutek;,amb
171651,obstawiać,zaufanie;,+ s
171652,obstawiać,zaufanie;,+ s
171653,obstawić,zaufanie;,+ s
171654,obstawić,zaufanie;,+ s
171657,narosnąć,radość;smutek;strach;,amb
171658,narosnąć,radość;zaufanie;smutek;złość;,amb
171659,narosnąć,radość;smutek;złość;,amb
171660,narosnąć,radość;smutek;złość;,amb
171661,narastać,radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;,amb
171662,narastać,radość;zaufanie;smutek;złość;wstręt;,amb
171665,wyrabiać,złość;wstręt;,- s
171666,wyrabiać,złość;,- s
171677,odrosnąć,radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;,amb
171678,odrosnąć,radość;zaufanie;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;złość;,amb
171681,odjeżdżać,złość;wstręt;,- m
171682,odjeżdżać,smutek;złość;strach;,- s
171683,odjeżdżać,smutek;strach;,- s
171684,odjechać,smutek;,- m
171685,odjechać,złość;wstręt;,- s
171686,odjechać,złość;wstręt;,- s
171695,odstawić,cieszenie się na coś oczekiwanego;złość;wstręt;,amb
171696,odstawić,radość;złość;wstręt;,amb
171697,odrastać,radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;,amb
171698,odrastać,radość;,amb
171700,odstawić,radość;smutek;złość;,amb
171703,odrastać,radość;smutek;złość;,amb
171704,odrastać,,amb
171705,odrosnąć,radość;smutek;złość;,amb
171707,odstawić,radość;,+ s
171708,odstawić,radość;złość;,amb
171709,odstawić,radość;złość;,amb
171710,odstawiać,radość;smutek;złość;,amb
171711,odstawiać,radość;,+ s
171712,odstawiać,radość;złość;,amb
171725,odstawić,radość;,+ s
171726,odstawić,radość;smutek;złość;,amb
171727,odstawić,radość;złość;,amb
171728,odstawić się,radość;złość;wstręt;,amb
171729,odstawić się,radość;złość;wstręt;,amb
171730,odstawiać się,radość;złość;wstręt;,amb
171731,odstawiać się,radość;zaufanie;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
171732,odwalać się,radość;złość;wstręt;,amb
171733,odwalać się,radość;,amb
171734,odstawiać,radość;,+ s
171735,odstawiać,,+ s
171742,odjeżdżać,smutek;strach;,- s
171743,odjeżdżać,smutek;strach;,- s
171744,odjechać,smutek;,- s
171745,odjechać,,- s
171746,odjeżdżać,radość;zaufanie;smutek;złość;,amb
171747,odjeżdżać,radość;smutek;złość;,amb
171748,odjechać,radość;smutek;,amb
171754,odjeżdżać,smutek;złość;,- s
171755,odjeżdżać,radość;smutek;złość;,amb
171756,odjeżdżać,złość;wstręt;,- s
171759,odjechać,smutek;złość;,- s
171760,odjechać,smutek;złość;,amb
171761,odjechać,smutek;,amb
171762,porastać,radość;,+ s
171763,porastać,radość;smutek;złość;,amb
171764,porastać,radość;cieszenie się na coś oczekiwanego;,+ s
171765,porosnąć,radość;,+ s
171766,porosnąć,radość;,+ s
171770,podstawić,zaufanie;smutek;złość;,amb
171773,podstawić,smutek;złość;,- s
171774,podstawić,zaufanie;smutek;złość;,amb
171775,podstawić,radość;cieszenie się na coś oczekiwanego;,amb
171780,przerosnąć,zaskoczenie czymś nieprzewidywanym;smutek;strach;,- m
171781,przerosnąć,smutek;złość;,- s
171782,przerosnąć,smutek;,- s
171785,przerosnąć,radość;zaskoczenie czymś nieprzewidywanym;smutek;złość;,amb
171786,przerosnąć,radość;złość;,amb
171787,przerastać,zaskoczenie czymś nieprzewidywanym;smutek;strach;,- m
171788,przerastać,smutek;złość;,- s
171789,przerastać,zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;,- s
171792,przerastać,radość;zaskoczenie czymś nieprzewidywanym;smutek;złość;,amb
171793,przerastać,radość;smutek;złość;,amb
171806,pozostawiać,radość;zaufanie;,+ s
171810,przyrosnąć,radość;smutek;złość;,amb
171811,przyrosnąć,smutek;złość;,- s
171812,przyrosnąć,radość;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
171813,przyrosnąć,radość;smutek;,amb
171815,przyrosnąć,zaufanie;smutek;,amb
171816,przyrosnąć,radość;smutek;złość;,amb
171819,pozostawić,radość;zaufanie;,+ s
171821,pozostawić,radość;cieszenie się na coś oczekiwanego;,+ s
171826,toczyć,,- s
171827,toczyć,,- s
171830,toczyć,radość;złość;,amb
171838,pozostawić,zaufanie;cieszenie się na coś oczekiwanego;smutek;strach;,amb
171839,pozostawić,radość;,+ s
171840,pozostawić,cieszenie się na coś oczekiwanego;,+ s
171841,pozostawiać,zaufanie;cieszenie się na coś oczekiwanego;smutek;strach;,amb
171842,pozostawiać,radość;smutek;złość;,amb
171843,pozostawić,zaufanie;,+ s
171844,pozostawić,radość;,+ s
171845,pozostawiać,zaufanie;,+ s
171847,pozostawiać,smutek;złość;,- m
171848,pozostawiać,smutek;,- s
171849,pozostawiać,smutek;złość;wstręt;,- s
171850,pozostawić,smutek;strach;,- m
171851,pozostawić,smutek;złość;,- m
171852,pozostawiać,zaufanie;,+ s
171854,pozostawić,zaufanie;,+ s
171862,pozostawiać,radość;smutek;złość;,amb
171863,pozostawić,zaufanie;smutek;złość;,amb
171871,przyrastać,radość;smutek;złość;,amb
171872,przyrastać,smutek;złość;,- s
171873,przyrastać,cieszenie się na coś oczekiwanego;wstręt;,amb
171874,przyrastać,radość;smutek;,amb
171876,przyrastać,zaufanie;smutek;,amb
171877,przyrastać,radość;smutek;złość;,amb
171884,wrosnąć,zaskoczenie czymś nieprzewidywanym;strach;,- s
171885,wrosnąć,zaskoczenie czymś nieprzewidywanym;strach;,- s
171886,pozostawić,cieszenie się na coś oczekiwanego;,+ s
171887,pozostawić,radość;smutek;złość;,amb
171888,pozostawić,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
171889,pozostawiać,cieszenie się na coś oczekiwanego;,+ s
171890,pozostawiać,radość;smutek;,amb
171891,pozostawiać,radość;smutek;,amb
171892,wrastać,zaskoczenie czymś nieprzewidywanym;strach;,- s
171893,wrastać,zaskoczenie czymś nieprzewidywanym;strach;,- s
171896,obrosnąć,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
171897,obrosnąć,radość;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
171898,obrastać,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
171899,obrastać,radość;złość;wstręt;,amb
171900,obrastać,radość;,+ s
171901,obrastać,radość;zaufanie;,+ s
171903,podrosnąć,radość;smutek;złość;strach;,amb
171905,podrastać,radość;smutek;złość;strach;,amb
171912,zbierać,smutek;złość;wstręt;,- s
171916,zbierać,radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;,amb
171917,zbierać,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
171919,zbierać,radość;smutek;złość;,amb
171920,zbierać,,+ s
171921,zbierać,,+ s
171923,pozostawić,smutek;złość;,- s
171924,pozostawić,smutek;złość;wstręt;,- s
171931,wtaczać,smutek;wstręt;,- s
171932,wtaczać,złość;,- s
171935,pozostawiać,smutek;strach;,- m
171936,pozostawiać,smutek;złość;,- s
171937,pozostawiać,złość;wstręt;,- s
171938,pozostawić,smutek;strach;,- m
171939,pozostawić,smutek;złość;,- s
171940,pozostawić,smutek;złość;wstręt;,- s
171941,wtoczyć,smutek;złość;,- s
171942,wtoczyć,złość;,- s
171947,przytoczyć,smutek;złość;,- s
171948,przytoczyć,smutek;,- s
171949,przytaczać,smutek;złość;,- s
171950,przytaczać,smutek;,- s
171953,przeciwstawić się,zaufanie;,+ s
171954,przeciwstawić się,radość;,+ s
171957,dojeżdżać,smutek;złość;,- s
171958,dojeżdżać,zaskoczenie czymś nieprzewidywanym;złość;,- s
171961,dojeżdżać,smutek;złość;,- s
171962,dojeżdżać,,- s
